Link,Image,Name,Release date,Weight,OS,Storage,Screen_size,Screen_resolution,RAM,Battery,net2g,net3g,net4g,speed,year,status,dimensions,weight,sim,displaytype,displaysize,displayresolution,os,chipset,cpu,gpu,memoryslot,internalmemory,memoryother,cam1modules,cam1features,cam1video,cam2modules,cam2features,cam2video,wlan,bluetooth,gps,nfc,radio,usb,sensors,batdescription1,colors,models,price,,,,,
https://www.gsmarena.com/asus_zenfone_ar_zs571kl-8502.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-ar-.jpg,Asus Zenfone AR ZS571KL,"Released 2017, June","170g, 9mm thickness","Android 7, ZenUI 3","64GB/128GB/256GB storage, microSDXC","5.7""",1440x2560 pixels,6/8 GB RAM,3300 mAh Li-Ion,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - Global,"1, 3, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41 - Global","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/75 Mbps","2017, January","Available. Released 2017, June",158.7 x 77.7 x 9 mm (6.25 x 3.06 x 0.35 in),170 g (6.00 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED,"5.7 inches, 89.6 cm(~72.6% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~515 ppi density)",Corning Gorilla Glass 4,"Android 7 (Nougat), ZenUI 3",Qualcomm MSM8996 Snapdragon 821 (14 nm),Quad-core (2x2.35 GHz Kryo & 2x1.6 GHz Kryo),Adreno 530,microSDXC (uses shared SIM slot),"64GB 6GB RAM, 128GB 6GB RAM, 256GB 8GB RAM","23 MP, f/2.0, 1/2.6"", 1.0µm, PDAF, 4-axis OIS, depth & motion tracking sensors","Dual-LED dual-tone flash, HDR, panorama","4K@24fps, 1080p@30fps","8 MP, f/2.0",1080p@30fps,24-bit/192kHz audio,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE","GPS, GLONASS, BDS",No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer",Project Tango,"Li-Ion 3300 mAh, non-removable",Black,"A002A, A002, V570KL, ZS571KL",About 370 EUR,,,,
https://www.gsmarena.com/asus_zenfone_3_zoom_ze553kl-8509.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-zoom-ze553kl.jpg,Asus Zenfone 3 Zoom ZE553KL,"Released 2017, February","170g, 8mm thickness","Android 6.1, up to Android 8, ZenUI 3","32GB/64GB/128GB storage, microSDXC","5.5""",1080x1920 pixels,3/4 GB RAM,5000 mAh Li-Ion,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - Global,"1, 2, 3, 5, 7, 8, 20 - Global","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps (Global), LTE-A (2CA) Cat6 300/50 Mbps (Taiwan)","2017, January","Available. Released 2017, February",154.3 x 77 x 8 mm (6.07 x 3.03 x 0.31 in),170 g (6.00 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",AMOLED,"5.5 inches, 83.4 cm(~70.2% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Corning Gorilla Glass 5,"Android 6.1 (Marshmallow), upgradable to Android 8 (Oreo), ZenUI 3",Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,microSDXC (uses shared SIM slot),"32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM, 128GB 4GB RAM",eMMC 5.1,"12 MP, f/1.7, 25mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, Laser AF, 4-axis OIS","Dual-LED dual-tone flash, panorama, HDR","4K@24fps, 1080p@30fps","13 MP, f/2.0, (wide), 1/3.1"", 1.12µm",1080p@30fps,24-bit/192kHz audio,Wi-Fi 802.11 b/g/n,"4.2, A2DP, EDR, LE","GPS, GLONASS, BDS",No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 5000 mAh, non-removable","Navy Black, Glacier Silver, Rose Gold","Z01HD, Z01HDA, ZE553KL",About 320 EUR,,,,
https://www.gsmarena.com/asus_zenfone_go_zb690kg-8503.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-zb690kg.jpg,Asus Zenfone Go ZB690KG,"Released 2016, December","270g, 8.9mm thickness",Android 5.1,"8GB storage, microSDXC","6.9""",600x1024 pixels,1 GB RAM,4680 mAh Li-Ion,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,HSPA,"2016, December","Available. Released 2016, December",188 x 101.4 x 8.9 mm (7.40 x 3.99 x 0.35 in),270 g (9.52 oz),"Dual SIM (Micro-SIM, dual stand-by)",IPS LCD,"6.9 inches, 134.0 cm(~70.3% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~172 ppi density)",Android 5.1 (Lollipop),Quad-core,microSDXC (dedicated slot),8GB 1GB RAM,"5 MP or 8 MP, f/2.0, AF","LED flash, HDR",1080p@30fps,2 MP,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","GPS, GLONASS, BDS",No,No,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 3480 mAh, non-removable",Up to 735 h (3G),Up to 20 h (3G),"Glacier Grey, Pearl White",L001,About 120 EUR,,,,,,,,
https://www.gsmarena.com/asus_zenpad_3_8_0_z581kl-8493.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-3-80-z581kl-.jpg,Asus Zenpad 3 8.0 Z581KL,"Released 2017, January","320g, 7.6mm thickness",Android 6.0,"32GB storage, microSDXC","7.9""",1536x2048 pixels,4 GB RAM,4680 mAh Li-Po,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 2100,"1, 3, 5, 7, 18, 20, 26, 28, 38, 41","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2016, December. Released 2017, January",Discontinued,205.4 x 136.4 x 7.6 mm (8.09 x 5.37 x 0.30 in),320 g (11.29 oz),Micro-SIM,IPS LCD,"7.9 inches, 193.3 cm(~69.0% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~324 ppi density)",Android 6.0 (Marshmallow),Qualcomm MSM8956 Snapdragon 650,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A72),Adreno 510,microSDXC (dedicated slot),32GB 4GB RAM,eMMC 4.5,8 MP,1080p@30fps,2 MP,,24-bit/192kHz audio,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.1, A2DP, LE, aptX","GPS, GLONASS",No,No,USB Type-C,"Accelerometer, gyro, proximity, compass","Li-Po 4680 mAh, non-removable (18 Wh)",Up to 10 h (multimedia),Black,About 280 EUR,,,,,,
https://www.gsmarena.com/asus_zenfone_go_zb500kl-8467.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-zb500kl.jpg,Asus Zenfone Go ZB500KL,"Released 2016, October","150g, 11.3mm thickness",Android 6.0,"16GB storage, microSDXC","5.0""",720x1280 pixels,2 GB RAM,2600 mAh Li-Ion,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"HSDPA 850 / 900 / 1900 / 2100 - Global, India","1, 2, 3, 5, 6, 7, 8, 9, 18, 19, 28, 38, 41 - Brazil","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, October. Released 2016, October",Discontinued,143.7 x 70.9 x 11.3 mm (5.66 x 2.79 x 0.44 in),150 g (5.29 oz),"Glass front, plastic back, plastic frame",Hybrid Dual SIM (Dual stand-by),IPS LCD,"5.0 inches, 68.9 cm(~67.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 6.0 (Marshmallow),Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.0 GHz Cortex-A53,Adreno 306,microSDXC (uses shared SIM slot),16GB 2GB RAM,eMMC 4.5,"13 MP, f/2.0, AF","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.0, AF",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.0, A2DP, EDR","GPS, GLONASS",No,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2600 mAh, removable",Up to 440 h (3G),Up to 9 h (3G),"Glacier Gray, Sheer Gold, Silver Blue, Glamour Red, Charcoal Black, Pearl White","X00AD, X00BD, X00ADC, ZB500KL",About 130 EUR,,,
https://www.gsmarena.com/asus_zenfone_3_max_zc553kl-8425.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-max-zc553kl.jpg,Asus Zenfone 3 Max ZC553KL,"Released 2016, November","175g, 8.3mm thickness","Android 6.0.1, up to Android 8.1, ZenUI 4","32GB storage, microSDXC","5.5""",1080x1920 pixels,2-4 GB RAM,4100 mAh Li-Ion,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - Global,"1, 2, 3, 5, 7, 8, 20 - Global","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, November. Released 2016, November",Discontinued,151.4 x 76.2 x 8.3 mm (5.96 x 3.00 x 0.33 in),175 g (6.17 oz),"Glass front, aluminum back, aluminum frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)",IPS LCD,"5.5 inches, 83.4 cm(~72.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Oleophobic coating,"Android 6.0.1 (Marshmallow), upgradable to Android 8.1 (Oreo), ZenUI 4",Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,microSDXC (uses shared SIM slot),"32GB 2GB RAM, 32GB 3GB RAM, 32GB 4GB RAM",eMMC 5.1,"16 MP, f/2.0, 1/3"", PDAF, Laser AF","Dual-LED dual-tone flash, panorama, HDR",1080p@30fps,"8 MP, f/2.2",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.1, A2DP, LE","GPS, GLONASS, BDS",No,FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 4100 mAh, non-removable",Up to 912 h (3G),Up to 17 h (3G),Up to 72 h,"Titanium Gray, Glacier Silver, Rose Pink, Sand Gold","X00DDB, X00DDA, X00DD",About 190 EUR,GFXBench: 2.4fps (ES 3.1 onscreen)
https://www.gsmarena.com/asus_zenfone_3_deluxe_5_5_zs550kl-8384.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-deluxe-55-inch.jpg,Asus Zenfone 3 Deluxe 5.5 ZS550KL,"Released 2016, October","151g, 7.8mm thickness","Android 6.1, up to 7, ZenUI 3","64GB storage, microSDXC","5.5""",1080x1920 pixels,4 GB RAM,3000 mAh Li-Ion,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2016, October. Released 2016, October",Discontinued,151.5 x 76.7 x 7.8 mm (5.96 x 3.02 x 0.31 in),151 g (5.33 oz),"Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)",IPS LCD,"5.5 inches, 83.4 cm(~71.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Corning Gorilla Glass 4,"Android 6.1 (Marshmallow), upgradable to 7 (Nougat), ZenUI 3",Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,microSDXC (uses shared SIM slot),64GB 4GB RAM,eMMC 5.1,"16 MP, f/2.0, PDAF, Laser AF, OIS","Dual-LED dual-tone flash, HDR, panorama",4K@30fps,"8 MP, f/2.0",1080p@30fps,24-bit/192kHz audio,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct","4.2, A2DP, EDR, LE","GPS, GLONASS, BDS",Yes,FM radio,"USB Type-C 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3000 mAh, non-removable",Shimmer Gold,Z01FD,About 280 EUR,,,,
https://www.gsmarena.com/asus_zenpad_z10_zt500kl-8370.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-z10-zt500kl.jpg,Asus Zenpad Z10 ZT500KL,"Released 2016, October","490g, 7.1mm thickness","Android 6.0, up to 7.0","32GB storage, microSDXC","9.7""",1536x2048 pixels,3 GB RAM,7800 mAh Li-Po,N/A,"2, 4, 5, 13",LTE-A Cat6 300/50 Mbps,No,No,"2016, October. Released 2016, October",Discontinued,242.3 x 166.1 x 7.1 mm (9.54 x 6.54 x 0.28 in),490 g (1.08 lb),Nano-SIM,IPS LCD,"9.7 inches, 291.4 cm(~72.4% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)","Android 6.0 (Marshmallow), upgradable to 7.0 (Nougat)",Qualcomm MSM8956 Snapdragon 650,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A72),Adreno 510,microSDXC (dedicated slot),32GB 3GB RAM,eMMC 4.5,8 MP,"HDR, panorama",1080p@30fps,5 MP,1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE",GPS,No,No,USB Type-C,"Accelerometer, gyro, proximity, compass","Li-Po 7800 mAh, non-removable",Up to 1344 h (3G),Up to 20 h (3G),Gray,1.25 W/kg (head),About 300 EUR,,,
https://www.gsmarena.com/asus_zenwatch_3_wi503q-8271.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenwatch-3.jpg,Asus Zenwatch 3 WI503Q,"Released 2016, December","48g, 10.8mm thickness",Android Wear OS 2.1,"4GB 512MB RAM storage, no card slot","1.39""",400x400 pixels,512 MB RAM,341 mAh Li-Ion,N/A,No,No,"2016, August. Released 2016, December",Discontinued,45 x 45 x 10.8 mm (1.77 x 1.77 x 0.43 in),48 g (1.69 oz),"Glass front (Gorilla Glass 3), stainless steel 316L frame",No,IP67 dust/water resistant (up to 1m for 30 min),AMOLED,1.39 inches,400 x 400 pixels (~287 ppi density),Corning Gorilla Glass 3,Android Wear OS 2.1,Qualcomm MSM8909W Snapdragon Wear 2100,Quad-core 1.1 GHz Cortex-A7,Adreno 304,No,4GB 512MB RAM,eMMC 4.5,No,Wi-Fi 802.11 b/g/n,"4.1, LE",No,No,No,No,"Accelerometer, gyro",MP3 player,"Li-Ion 341 mAh, non-removable","Gunmetal, Silver, Rose gold",About 230 EUR,,,,,,,,
https://www.gsmarena.com/asus_zenpad_3s_10_z500m-8218.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-3s.jpg,Asus Zenpad 3S 10 Z500M,"Released 2016, August","430g, 7.2mm thickness","Android 6.0, up to 7.0","32GB/64GB storage, microSDXC","9.7""",1536x2048 pixels,4 GB RAM,5900 mAh Li-Po,N/A,No,No,"2016, July. Released 2016, August",Discontinued,240.5 x 163.7 x 7.2 mm (9.47 x 6.44 x 0.28 in),430 g (15.17 oz),No,IPS LCD,"9.7 inches, 291.4 cm(~74.0% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)",Oleophobic coating,"Android 6.0 (Marshmallow), upgradable to 7.0 (Nougat)",Mediatek MT8176,Hexa-core (2x2.1 GHz Cortex-A72 & 4x1.7 GHz Cortex-A53),PowerVR GX6250,microSDXC (dedicated slot),"32GB 4GB RAM, 64GB 4GB RAM",8 MP,"HDR, panorama",1080p@30fps,5 MP,1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE, EDR, aptX","GPS, GLONASS",No,No,USB Type-C 2.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Po 5900 mAh, non-removable (22 Wh)",Up to 10 h (multimedia),"Silver, Grey",P027,About 340 EUR,,,,,,
https://www.gsmarena.com/asus_zenfone_3_max_zc520tl-8207.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-max-zc520tl.jpg,Asus Zenfone 3 Max ZC520TL,"Released 2016, August","148g, 8.6mm thickness","Android 6.0.1, up to 7.0, ZenUI 3","16GB/32GB storage, microSDHC","5.2""",720x1280 pixels,2/3 GB RAM,4100 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - Global,"1, 2, 3, 4, 5, 7, 8, 18, 19, 26, 28, 38, 41 - Taiwan","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, July. Released 2016, August",Discontinued,149.5 x 73.7 x 8.6 mm (5.89 x 2.90 x 0.34 in),148 g (5.22 oz),"Glass front, aluminum back, aluminum frame","Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)",IPS LCD,"5.2 inches, 74.5 cm(~67.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)","Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat), ZenUI 3",Mediatek MT6737M (28 nm),Quad-core 1.25 GHz Cortex-A53,Mali-T720MP2,microSDHC (uses shared SIM slot),"16GB 2GB RAM, 32GB 3GB RAM",eMMC 5.0,"13 MP, f/2.2, AF","LED flash, panorama, HDR",1080p@30fps,"5 MP, f/2.0",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.0, A2DP, EDR","GPS, GLONASS, BDS",No,FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Po 4130 mAh, non-removable",Up to 720 h (3G),Up to 20 h (3G),Up to 87 h,"Titanium Grey, Glacier Silver, Sand Gold","X008D, X008DA, X008DC, X00KD",About 230 EUR,,
https://www.gsmarena.com/asus_zenfone_3_laser_zc551kl-8206.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-laser-zc551kl.jpg,Asus Zenfone 3 Laser ZC551KL,"Released 2016, August","150g, 7.9mm thickness","Android 6.1, up to Android 8.0","16GB/32GB storage, microSDXC","5.5""",1080x1920 pixels,2/4 GB RAM,3000 mAh Li-Ion,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - Global,"1, 2, 3, 5, 7, 8, 20 - Global","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, July. Released 2016, August",Discontinued,149 x 76 x 7.9 mm (5.87 x 2.99 x 0.31 in),150 g (5.29 oz),"Hybrid Dual SIM (Micro-SIM, dual stand-by)",IPS LCD,"5.5 inches, 83.4 cm(~73.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Corning Gorilla Glass 3,"Android 6.1 (Marshmallow), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,microSDXC (uses shared SIM slot),"16GB 2GB RAM, 32GB 4GB RAM",eMMC 5.1,"13 MP, f/2.0, 1/3.1"", 1.12µm, Laser AF","Dual-LED dual-tone flash, panorama, HDR",1080p@30fps (gyro-EIS),"8 MP, f/2.0, 24mm",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP, EDR, LE","GPS, GLONASS, BDS",No,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3000 mAh, non-removable","Sand Gold, Glacier Silver","Z01BDB, Z01BDA, Z01BD, Z01BDC, Z01BS",About 160 EUR,,,,,
https://www.gsmarena.com/asus_zenfone_3_ze520kl-8197.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-ZE520KL-1.jpg,Asus Zenfone 3 ZE520KL,"Released 2016, August","144g, 7.7mm thickness","Android 6.1, up to 7, ZenUI 3","32GB/64GB storage, microSDXC","5.2""",1080x1920 pixels,3/4 GB RAM,2600 mAh Li-Ion,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 / 800 - Taiwan,"1, 2, 3, 5, 7, 8, 18, 19, 26, 28, 38, 39, 40, 41 - Taiwan","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps (Global) or LTE-A (2CA) Cat6 300/50 Mbps (TW/HK/SG/PH)","2016, July. Released 2016, August",Discontinued,146.9 x 74 x 7.7 mm (5.78 x 2.91 x 0.30 in),144 g (5.08 oz),"Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)",Super IPS+,"5.2 inches, 74.5 cm(~68.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Corning Gorilla Glass 3,"Android 6.1 (Marshmallow), upgradable to 7 (Nougat), ZenUI 3",Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,microSDXC (uses shared SIM slot),"32GB 3GB RAM, 64GB 4GB RAM",eMMC 5.1,"16 MP, f/2.0, PDAF, Laser AF, 4-axis OIS","Dual-LED dual-tone flash, panorama, HDR","4K@30fps, 1080p@60fps","8 MP, f/2.0",1080p@30fps,24-bit/192kHz audio,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct","4.2, A2DP, EDR, LE","GPS, GLONASS, BDS",No,"FM radio, RDS","USB Type-C 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 2600 mAh, non-removable","Sapphire Black, Moonlight White, Shimmer Gold","Z017DB, Z017D, Z017DA, Z017DC, ZE520KL, ZA520KL",About 280 EUR,,,,
https://www.gsmarena.com/asus_zenfone_pegasus_3-8156.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-pegasus-3.jpg,Asus Zenfone Pegasus 3,"Released 2016, June","158.4g, 8.6mm thickness","Android 6.0.1, ZenUI","16GB/32GB storage, microSDXC","5.2""",720x1280 pixels,2/3 GB RAM,4100 mAh Li-Ion,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 & TD-SCDMA,"1, 3, 7, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, June. Released 2016, June",Discontinued,149.5 x 73.7 x 8.6 mm (5.89 x 2.90 x 0.34 in),158.4 g (5.57 oz),Hybrid Dual SIM,IPS LCD,"5.2 inches, 74.5 cm(~67.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)","Android 6.0.1 (Marshmallow), ZenUI",Mediatek MT6737 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720MP2,microSDXC (uses shared SIM slot),"16GB 2GB RAM, 32GB 3GB RAM",eMMC 5.0,"13 MP, f/2.2, AF","LED flash, panorama, HDR",1080p@30fps,"5 MP, f/2.0",,Wi-Fi 802.11 b/g/n,"4.0, A2DP","GPS, GLONASS",No,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Ion 4100 mAh, non-removable","Gold, silver, gray, rose gold","X008, X008DB",About 210 EUR,,,,,,
