Link,Image,Name,Release date,Weight,OS,Storage,Screen_size,Screen_resolution,RAM,Battery,net2g,net3g,net4g,speed,year,status,dimensions,weight,sim,displaytype,displaysize,displayresolution,os,chipset,cpu,gpu,memoryslot,internalmemory,memoryother,cam1modules,cam1features,cam1video,cam2modules,cam2features,cam2video,wlan,bluetooth,gps,nfc,radio,usb,sensors,batdescription1,colors,models,price,,,,,
https://www.gsmarena.com/asus_zenfone_zoom_zx551ml-7577.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-zoom-zx551ml.jpg,Asus Zenfone Zoom ZX551ML,"Released 2015, December","185g, 12mm thickness","Android 5.0, up to 6.0, ZenUI","32GB/64GB/128GB storage, microSDXC","5.5""",1080x1920 pixels,4 GB RAM,3000 mAh Li-Po,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"1, 2, 3, 5, 7, 8, 9, 18, 19, 28","HSPA 42.2/5.76 Mbps, LTE Cat4+ 250/50 Mbps","2015, September. Released 2015, December",Discontinued,158.9 x 78.8 x 12 mm (6.26 x 3.10 x 0.47 in),185 g (6.53 oz),Micro-SIM,IPS LCD,"5.5 inches, 83.4 cm(~66.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Corning Gorilla Glass 4,"Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow), ZenUI",Intel Atom Z3590,Quad-core 2.5 GHz,PowerVR G6430,microSDXC (dedicated slot),"32GB 4GB RAM, 64GB 4GB RAM, 128GB 4GB RAM","13 MP, f/2.7-4.8, 28-84mm (periscope telephoto zoom), Laser AF, OIS, 3x optical zoom","Dual-LED dual-tone flash, panorama, HDR",1080p@30fps,"5 MP, f/2.0",,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","GPS, GLONASS, BDS",Yes,No,"microUSB 2.0, OTG","Accelerometer, gyro, proximity, compass","Li-Po 3000 mAh, non-removable","Pure Black, Ceramic White",Z00XS,About 250 EUR,,,,,,
https://www.gsmarena.com/asus_zenpad_8_0_z380m-8474.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-80.jpg,Asus Zenpad 8.0 Z380M,"Released 2016, May","350g, 8.5mm thickness","Android 6.0, up to 7.0","8GB/16GB storage, microSDXC","8.0""",800x1280 pixels,1/2 GB RAM,4000 mAh Li-Po,N/A,No,No,"2016, April. Released 2016, May",Discontinued,209 x 123 x 8.5 mm (8.23 x 4.84 x 0.33 in),350 g (12.35 oz),No,IPS LCD,"8.0 inches, 185.6 cm(~72.2% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~189 ppi density)",Oleophobic coating,"Android 6.0 (Marshmallow), upgradable to 7.0 (Nougat)",Mediatek MT8163 (28 nm),Mali-T720MP2,microSDXC (dedicated slot),"8GB 1GB RAM, 16GB 2GB RAM","5 MP, AF",1080p@30fps,"2 MP, f/2.2",,Wi-Fi 802.11 a/b/g/n,"4.0, A2DP, LE, aptX",GPS,No,No,microUSB 2.0,"Accelerometer, compass","Li-Po 4000 mAh, non-removable (15.2 Wh)",Up to 8 h (multimedia),"Dark Gray, Pearl White, Rose Gold",,,,,,,,,,
https://www.gsmarena.com/asus_zenpad_10_z300m-8465.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-10-z300c.jpg,Asus Zenpad 10 Z300M,"Released 2016, May","490g, 7.9mm thickness",Android 6.0,"16GB/32GB storage, microSDXC","10.1""",800x1280 pixels,2 GB RAM,4890 mAh Li-Po,N/A,No,No,"2016, May. Released 2016, May",Discontinued,251.6 x 172 x 7.9 mm (9.91 x 6.77 x 0.31 in),490 g (1.08 lb),No,IPS LCD,"10.1 inches, 295.8 cm(~68.4% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~149 ppi density)",Oleophobic coating,Android 6.0 (Marshmallow),Mediatek MT8163 (28 nm),Quad-core 1.5 GHz Cortex-A53,Mali-T720MP2,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 2GB RAM","5 MP, AF",Yes,2 MP,,Wi-Fi 802.11 a/b/g/n,"4.0, aptX","GPS, GLONASS",No,No,microUSB 2.0,"Accelerometer, compass","Li-Po 4890 mAh, non-removable (18 Wh)",Up to 11 h (multimedia),"Dark Gray, Pearl White, Rose Gold",,,,,,,,,
https://www.gsmarena.com/asus_zenpad_10_z300c-7532.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-10-z300c.jpg,Asus Zenpad 10 Z300C,"Released 2015, June","510g, 7.9mm thickness",Android 5.0,"8GB/16GB/32GB storage, microSDXC","10.1""",800x1280 pixels,2 GB RAM,4890 mAh Li-Po,N/A,No,No,"2015, June. Released 2015, June",Discontinued,251.6 x 172 x 7.9 mm (9.91 x 6.77 x 0.31 in),510 g (1.12 lb),No,IPS LCD,"10.1 inches, 295.8 cm(~68.4% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~149 ppi density)",Corning Gorilla Glass,Android 5.0 (Lollipop),Intel Atom x3-C3200,Quad-core,Mali-450MP4,microSDXC (dedicated slot),"8GB 2GB RAM, 16GB 2GB RAM, 32GB 2GB RAM","5 MP, AF",Yes,2 MPVGA,,Wi-Fi 802.11 b/g/n,"4.0, A2DP","GPS, GLONASS",No,No,microUSB 2.0,"Accelerometer, compass","Li-Po 4890 mAh, non-removable (18 Wh)",Up to 8 h (multimedia),"Black, White, Aurora Metallic",About 160 EUR,,,,,,,,
https://www.gsmarena.com/asus_zenfone_go_zc500tg-7368.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-zc500tg.jpg,Asus Zenfone Go ZC500TG,"Released 2015, August","135g, 10mm thickness",Android 5.1,"8GB/16GB storage, microSDXC","5.0""",720x1280 pixels,2 GB RAM,2070 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,HSPA 42.2/5.76 Mbps,"2015, August. Released 2015, August",Discontinued,144.5 x 71 x 10 mm (5.69 x 2.80 x 0.39 in),135 g (4.76 oz),"Glass front, plastic back, plastic frame","Dual SIM (Micro-SIM, dual stand-by)",IPS LCD,"5.0 inches, 68.9 cm(~67.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 5.1 (Lollipop),Mediatek MT6580 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDXC (dedicated slot),"8GB 2GB RAM, 16GB 2GB RAM","8 MP, f/2.0, AF",LED flash,1080p@30fps,"2 MP, f/2.4",,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 2070 mAh, removable","Black, White, Red",Z00VD,About 130 EUR,,,,,,,
https://www.gsmarena.com/asus_zenfone_max_zc550kl-7476.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-max-zc550kl-1.jpg,Asus Zenfone Max ZC550KL,"Released 2016, January","202g, 10.6mm thickness","Android 5.0.1, up to 6.0.1, ZenUI","8GB/16GB storage, microSDXC","5.5""",720x1280 pixels,2 GB RAM,5000 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 38, 39, 40, 41 - India","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, August. Released 2016, January",Discontinued,156 x 77.5 x 10.6 mm (6.14 x 3.05 x 0.42 in),202 g (7.13 oz),"Glass front (Gorilla Glass 4), plastic back, plastic frame","Dual SIM (Micro-SIM, dual stand-by)",IPS LCD,"5.5 inches, 83.4 cm(~69.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Corning Gorilla Glass 4,"Android 5.0.1 (Lollipop), upgradable to 6.0.1 (Marshmallow), ZenUI",Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDXC (dedicated slot),"8GB 2GB RAM, 16GB 2GB RAM",eMMC 4.5,"13 MP, f/2.0, Laser AF","Dual-LED dual-tone flash, panorama, HDR",1080p@30fps,"5 MP, f/2.0",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","GPS, GLONASS, BDS",No,FM radio,"microUSB 2.0, OTG","Accelerometer, proximity, compass","Li-Po 5000 mAh, non-removable",Up to 914 h (3G),Up to 38 h (3G),"Black, White","Z010D, Z010DA",About 170 EUR,Basemark OS II 2.0: 624Basemark X: 1844,
https://www.gsmarena.com/asus_zenfone_2_deluxe_ze551ml-7475.php,https://fdn2.gsmarena.com/vv/bigpic/zenfone-2-deluxe-ze551ml.jpg,Asus Zenfone 2 Deluxe ZE551ML,"Released 2015, September","170g, 10.9mm thickness","Android 5.0, up to 6.0, ZenUI","64GB/128GB/256GB storage, microSDXC","5.5""",1080x1920 pixels,4 GB RAM,3000 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 2, 3, 4, 5, 8, 9, 18, 19, 28 - Taiwan","HSPA 42.2/5.76 Mbps, LTE Cat4+ 250/50 Mbps, LTE-A (2CA) Cat6 300/50 Mbps (Special Edition)","2015, August. Released 2015, September",Discontinued,152.5 x 77.2 x 10.9 mm (6.00 x 3.04 x 0.43 in),170 g (6.00 oz),"Dual SIM (Micro-SIM, dual stand-by)",IPS LCD,"5.5 inches, 83.4 cm(~70.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Corning Gorilla Glass 3,"Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow), ZenUI",Intel Atom Z3580Intel Atom Z3560Intel Atom Z3590,Quad-core 2.3 GHzQuad-core 1.8 GHzQuad-core 2.5 GHz,PowerVR G6430,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 256GB 4GB RAM","13 MP, f/2.0, AF","Dual-LED dual-tone flash, panorama, HDR",1080p@30fps,"5 MP, f/2.0",,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","GPS, GLONASS, BDS",No,"FM radio, RDS","microUSB 2.0, OTG","Accelerometer, gyro, proximity, compass","Li-Po 3000 mAh, non-removable","White, Pink, PurpleSilver Polygon/Carbon Night (Black) - Special Edition",0.35 W/kg (head),About 350 EUR,Basemark OS II 2.0: 1090Basemark X: 12565,,,,,
https://www.gsmarena.com/asus_zenfone_2_laser_ze601kl-7479.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-2-laser-ze601kl.jpg,Asus Zenfone 2 Laser ZE601KL,"Released 2015, December","190g, 10.6mm thickness","Android 5.0, up to 6.0, ZenUI","16GB/32GB storage, microSDXC","6.0""",1080x1920 pixels,2/3 GB RAM,3000 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - TW/WW version,"1, 2, 3, 5, 6, 8, 9, 18, 19, 28 - TW version","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, August. Released 2015, December",Discontinued,164.6 x 84 x 10.6 mm (6.48 x 3.31 x 0.42 in),190 g (6.70 oz),"Dual SIM (Micro-SIM, dual stand-by)",IPS LCD,"6.0 inches, 99.2 cm(~71.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)",Corning Gorilla Glass 4,"Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow), ZenUI",Qualcomm MSM8939v2 Snapdragon 616 (28 nm),Octa-core (4x1.7 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),Adreno 405,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 3GB RAM",eMMC 4.5,"13 MP, f/2.0, Laser AF","Dual-LED dual-tone flash, panorama, HDR","1080p@30fps, 720p@60fps","5 MP, f/2.0",,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot","4.1, A2DP, EDR","GPS, GLONASS, BDS",No,FM radio,"microUSB 2.0, OTG","Accelerometer, gyro, proximity, compass","Li-Po 3000 mAh, removable","Glacier Gray, Sheer Gold, Glamour Red","Z011D, Z011DD",About 270 EUR,,,,,
https://www.gsmarena.com/asus_zenfone_2_laser_ze600kl-7757.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-2-laser-ze601kl.jpg,Asus Zenfone 2 Laser ZE600KL,"Released 2016, January","190g, 10.6mm thickness","Android 5.0, up to 6.0, ZenUI","16GB/32GB storage, microSDXC","6.0""",720x1280 pixels,2/3 GB RAM,3000 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - TW/WW version,"1, 2, 3, 5, 8, 9, 28 - TW version","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, October. Released 2016, January",Discontinued,164.6 x 84 x 10.6 mm (6.48 x 3.31 x 0.42 in),190 g (6.70 oz),"Dual SIM (Micro-SIM, dual stand-by)",IPS LCD,"6.0 inches, 99.2 cm(~71.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~245 ppi density)",Corning Gorilla Glass 4,"Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow), ZenUI",Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 3GB RAM",eMMC 4.5,"13 MP, f/2.0, Laser AF","Dual-LED dual-tone flash, panorama, HDR","1080p@30fps, 720p@60fps","5 MP, f/2.0",,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot","4.1, A2DP, EDR","GPS, GLONASS, BDS",No,No,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Po 3000 mAh, removable","Glacier Gray, Sheer Gold, Glamour Red",Z00MD,About 310 EUR,,,,,
https://www.gsmarena.com/asus_zenfone_2_laser_ze550kl-7477.php,https://fdn2.gsmarena.com/vv/bigpic/zenfone-2-laser-ze550kl.jpg,Asus Zenfone 2 Laser ZE550KL,"Released 2015, September","170g, 10.8mm thickness","Android 5.0, up to 6.0, ZenUI","16GB/32GB storage, microSDXC","5.5""",720x1280 pixels,2/3 GB RAM,3000 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - Global,"1, 2, 3, 5, 7, 8, 20 - Global","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, August. Released 2015, September",Discontinued,152.5 x 77.2 x 10.8 mm (6.00 x 3.04 x 0.43 in),170 g (6.00 oz),"Dual SIM (Micro-SIM, dual stand-by)",IPS LCD,"5.5 inches, 83.4 cm(~70.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Corning Gorilla Glass 4,"Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow), ZenUI",Qualcomm MSM8916 Snapdragon 410 (28 nm)Qualcomm MSM8939 Snapdragon 615 (28 nm),Quad-core 1.2 GHz Cortex-A53Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 306Adreno 405,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 3GB RAM",eMMC 4.5,"13 MP, f/2.0, Laser AF","Dual-LED dual-tone flash, panorama, HDR",1080p@30fps,"5 MP, f/2.0, AF",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","GPS, GLONASS",No,FM radio,"microUSB 2.0, OTG","Accelerometer, gyro, proximity, compass","Li-Po 3000 mAh, removable","Black, White, Red, Silver, Gold","Z00LD, Z00LDD",About 220 EUR,,,,,
https://www.gsmarena.com/asus_zenfone_2_laser_ze500kg-7478.php,https://fdn2.gsmarena.com/vv/bigpic/zenfone-2-laser-ze500.jpg,Asus Zenfone 2 Laser ZE500KG,"Released 2015, October","140g, 10.5mm thickness","Android 5.0, up to 6.0, ZenUI","8GB/16GB storage, microSDXC","5.0""",720x1280 pixels,2 GB RAM,2040 mAh Li-Ion,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,HSPA 42.2/5.76 Mbps,"2015, August. Released 2015, October",Discontinued,143.7 x 71.5 x 10.5 mm (5.66 x 2.81 x 0.41 in),140 g (4.94 oz),"Dual SIM (Micro-SIM, dual stand-by)",TFT,"5.0 inches, 68.9 cm(~67.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Corning Gorilla Glass 4,"Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow), ZenUI",Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDXC (dedicated slot),"8GB 2GB RAM, 16GB 2GB RAM",eMMC 4.5,"8 MP, f/2.0, Laser AF","Dual-LED dual-tone flash, panorama, HDR",1080p@30fps,"5 MP, f/2.0, AF",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","GPS, GLONASS",No,FM radio,microUSB 2.0,"Accelerometer, compass","Li-Ion 2040 mAh, removable","Black, Ceramic White, Silver, Sheer Gold, Glamour Red","Z00RD, Z00WD",About 200 EUR,,,,,,
https://www.gsmarena.com/asus_zenfone_2_laser_ze500kl-7474.php,https://fdn2.gsmarena.com/vv/bigpic/zenfone-2-laser-ze500.jpg,Asus Zenfone 2 Laser ZE500KL,"Released 2015, August","140g, 10.5mm thickness","Android 5.0, up to 6.0, ZenUI","8GB/16GB storage, microSDXC","5.0""",720x1280 pixels,2 GB RAM,2400 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - Global,"1, 2, 3, 5, 7, 8, 20 - Global","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, August. Released 2015, August",Discontinued,143.7 x 71.5 x 10.5 mm (5.66 x 2.81 x 0.41 in),140 g (4.94 oz),"Glass front (Gorilla Glass 4), plastic back, plastic frame","Dual SIM (Micro-SIM, dual stand-by)",TFT,"5.0 inches, 68.9 cm(~67.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Corning Gorilla Glass 4,"Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow), ZenUI",Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDXC (dedicated slot),"8GB 2GB RAM, 16GB 2GB RAM",eMMC 4.5,"13 MP, f/2.0, Laser AF","Dual-LED dual-tone flash, panorama, HDR",1080p@30fps,"5 MP, f/2.0, AF",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","GPS, GLONASS",No,FM radio,"microUSB 2.0, OTG","Accelerometer, proximity, compass","Li-Po 2400 mAh, removable",Black/Ceramic White/Silver/Purple/Aqua Blue/Sheer Gold/Glamour Red,Z00ED,About 210 EUR,,,,
https://www.gsmarena.com/asus_zenpad_7_0_z370cg-7473.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-70-z370cg.jpg,Asus Zenpad 7.0 Z370CG,"Released 2015, August","272g, 8.7mm thickness",Android 5.0,"16GB storage, microSDXC","7.0""",800x1280 pixels,2 GB RAM,3500 mAh Li-Po,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,HSPA 21.1/5.76 Mbps,"2015, August. Released 2015, August",Discontinued,189 x 110.9 x 8.7 mm (7.44 x 4.37 x 0.34 in),272 g (9.59 oz),Micro-SIM,IPS LCD,"7.0 inches, 142.1 cm(~67.8% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~216 ppi density)","Corning Gorilla Glass, oleophobic coating",Android 5.0 (Lollipop),Intel Atom x3-C3230,Quad-core,Mali-450MP4,microSDXC (dedicated slot),16GB 2GB RAM,"8 MP, f/2.0, AF",LED flash,Yes,2 MP,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","GPS, GLONASS",No,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 3500 mAh, non-removable (13 Wh)",Up to 8 h (multimedia),"Black, White, Aurora Metallic",About 160 EUR,,,,,,,
https://www.gsmarena.com/asus_zenfone_2e-7444.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-2e.jpg,Asus Zenfone 2E,"Released 2015, July","155.1g, 10.9mm thickness","Android 5.0, ZenUI","8GB storage, microSDXC","5.0""",720x1280 pixels,1 GB RAM,2500 mAh Li-Po,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,LTE (unspecified),"HSPA, LTE","2015, July. Released 2015, July",Discontinued,148.1 x 71.4 x 10.9 mm (5.83 x 2.81 x 0.43 in),155.1 g (5.47 oz),Micro-SIM,IPS LCD,"5.0 inches, 68.9 cm(~65.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 5.0 (Lollipop), ZenUI",Intel Atom Z2560,Dual-core 1.6 GHz,PowerVR SGX544MP2,microSDXC (dedicated slot),8GB 1GB RAM,"8 MP, AF","LED flash, panorama, HDR",1080p@30fps,2 MP,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP",GPS,No,No,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 2500 mAh, non-removable",Up to 19 h (3G),"Charcoal Black, Pearl White",About 110 EUR,,,,,,,
https://www.gsmarena.com/asus_pegasus_2_plus-7378.php,https://fdn2.gsmarena.com/vv/bigpic/asus-pegasus-2-plus-.jpg,Asus Pegasus 2 Plus,"Released 2015, December","156g, 8.1mm thickness",Android 5.1.1,"32GB storage, microSDHC","5.5""",1080x1920 pixels,3 GB RAM,3030 mAh Li-Po,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 38, 39, 40, 41","HSPA, LTE","2015, July. Released 2015, December",Discontinued,151.8 x 75.5 x 8.1 mm (5.98 x 2.97 x 0.32 in),156 g (5.50 oz),"Dual SIM (Micro-SIM, dual stand-by)",IPS LCD,"5.5 inches, 83.4 cm(~72.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 5.1.1 (Lollipop),Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDHC (dedicated slot),32GB 3GB RAM,eMMC 4.5,"13 MP, f/2.0, AF","Dual-LED dual-tone flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0",,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.1, A2DP",GPS,Yes,FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Po 3030 mAh, non-removable","Rose Gold, White",X550,About 300 EUR,,,,,,
